height_ft,volume_ft3,section_area_ft2,perimeter_ft,sidewall_area_ft2,total_wetted_area_ft2
1.0163082837106299,2.0360839996467446,2.6266434352724644,5.745204177199153,5.850535182778266,6.215255621156163
1.072769855027887,2.1834420095968947,2.589886596896314,5.704863805370008,6.176012438940066,6.540732877317962
1.1292314263451444,2.328177128824418,2.5337373585943106,5.642683668408799,6.501398480142654,6.86611891852055
1.1856929976624015,2.469194976596951,2.4582164420360644,5.557954233850662,6.826650992972113,7.191371431350009
1.2421545689796587,2.605402591862436,2.3633535600912197,5.449658087647403,7.151722830304302,7.516443268682198
1.298616140296916,2.735708989000105,2.2491893648595447,5.3164032814551065,7.476559758969744,7.841280197347641
1.355077711614173,2.8590258491687557,2.115778416416153,5.156321617591539,7.801097348512658,8.165817786890555
1.4115392829314304,2.974268429422961,1.9631937501830747,4.966912258260645,8.125256461278628,8.489976899656524
1.4397700685900587,3.0285241592841716,1.8797408522726118,4.860197252058307,8.287163705646957,8.651884144024853
1.4680008542486875,3.080356797895883,1.7915340885133597,4.744794906447866,8.448936313505856,8.813656751883752
1.4962316399073163,3.1296324040518586,1.6985917747109478,4.620079142092101,8.610556461585372,8.975276899963267
1.5244624255659447,3.176217583187263,1.600935696283914,4.485303662826876,8.772003161891524,9.13672360026942
1.5526932112245733,3.2199796205625852,1.498592113381763,4.33956929944743,8.93325135331635,9.297971791694247
1.580923996883202,3.260786618896635,1.3915930765025712,4.181778605856703,9.094270635781381,9.458991074159279
1.6091547825418306,3.298507694460061,1.2799783197591603,4.010571040684909,9.255023478260084,9.61974391663798
1.6373855682004592,3.333013254687735,1.1637981209701065,3.8242274916583336,9.41546252530968,9.780182963687576
1.6656163538590878,3.3641754070877132,1.0431176582742971,3.6205242592667783,9.575526516353992,9.940246954731888
1.679731746688402,3.378463041958657,0.9811153037137267,3.5112751568001626,9.655393378748395,10.02011381712629
1.6938471395177164,3.3918678389780537,0.9180225917908322,3.3964992516118793,9.735133698071236,10.099854136449132
1.7047552092425031,3.401612318739413,0.8685290132851619,3.3036726204021476,9.796659056073558,10.161379494451454
1.71566327896729,3.410813457899896,0.8184024439795611,3.2069212659212822,9.8580915295159,10.222811967893797
1.7211173138296834,3.415208129592759,0.7931048842599663,3.1569677906624385,9.88876998618034,10.253490424558237
1.7265713486920768,3.419464406055386,0.7676529973862282,3.1058988916832875,9.919421485774835,10.284141924152733
1.7374794184168636,3.4275582724995837,0.7162922392357791,3.0001989511407445,9.9806375912486,10.345358029626496
1.7406867415213911,3.4298278106748117,0.6988519006706836,2.9634487032328405,10.000528323912645,10.365248762290541
1.7438940646259187,3.432041412578936,0.6815096823532529,2.9264482854887865,10.020275967531393,10.384996405909291
1.7454977261781823,3.433127395431997,0.6728762906130663,2.907853024822723,10.0300953522032,10.394815790581097
1.7471013877304462,3.434199553724233,0.6642684832974192,2.889193722048315,10.039878021245089,10.404598459622985
1.7487050492827103,3.4352579287508096,0.6556865958539224,2.870469862523572,10.04962365080128,10.414344089179176
1.749506880058842,3.4357819605922506,0.6514054782169025,2.8610835611515735,10.054482473292317,10.419202911670213
1.7503087108349737,3.436302562349025,0.6471309685133901,2.85168092426791,10.059331912343751,10.424052350721647
1.7538375590423023,3.4385530943363087,0.6283985383110979,2.8101041857032896,10.080561651361004,10.4452820897389
1.757366407249631,3.440737755262381,0.6097987060900903,2.768203975475846,10.10160519118967,10.466325629567566
1.7608952554569597,3.442857019861968,0.5913353571014526,2.7259743328427795,10.12245877719592,10.487179215573816
1.7644241036642883,3.4449113768092228,0.5730125043419756,2.683409101073184,10.143118529849989,10.507838968227885
1.7714818000789452,3.4488273949228927,0.5368050145095631,2.5972462075999956,10.183840356781971,10.548560795159867
1.7785394964936025,3.452490015824116,0.5012111323392648,2.5096617580951013,10.223736904619404,10.5884573429973
1.7855971929082595,3.4559037005952216,0.4662682212740155,2.4205984296965175,10.262771990339381,10.627492428717277
1.7926548893229166,3.4590731834279005,0.43201636507577373,2.329994726066415,10.300906766341194,10.66562720471909
1.7997125857375735,3.46200349176952,0.39849865477375745,2.237784537125999,10.338099437591657,10.702819875969555
1.806770282152231,3.4646999761391375,0.36576153042761467,2.1438966370609185,10.374304939008152,11.104786907813663
